pathway	external_id	source	hgnc_symbol_ids
Insulin signaling pathway - Homo sapiens (human)	path:hsa04910	KEGG	PCK2,PCK1,CRKL,PRKAG1,PRKAG3,PRKAG2,IKBKB,AKT1,AKT2,AKT3,ARAF,FBP1,FBP2,PPP1R3F,PPP1R3E,PPP1R3D,CALM2,CALM3,PPP1R3A,CALM1,HKDC1,PIK3CA,PIK3CB,PIK3CD,PYGB,PYGL,PYGM,SHC4,CBLB,LIPE,SHC1,SHC2,SHC3,HK2,HK3,HK1,KRAS,SOCS4,SOCS1,SOCS3,SOCS2,INPP5K,GSK3B,GRB2,RAPGEF1,SLC2A4,HRAS,G6PC3,IRS1,CRK,RAF1,PPARGC1A,ELK1,PIK3R3,PIK3R2,PIK3R1,MTOR,PHKG2,PHKG1,RHOQ,PRKAB2,PRKAB1,GCK,PRKACB,PHKA1,PHKA2,GYS1,GYS2,EIF4E,PPP1R3C,PTPN1,PPP1R3B,CALML3,G6PC,CALML6,CBL,CALML4,EIF4EBP1,FLOT1,FLOT2,MKNK2,MKNK1,MAP2K1,PRKAR2A,RPS6,PRKAR2B,MAPK10,RPS6KB2,TSC2,TSC1,PKLR,RPS6KB1,PDE3B,MAPK3,MAPK1,FASN,MAPK8,MAPK9,ACACA,ACACB,FOXO1,SH2B2,PRKAR1A,PRKAR1B,G6PC2,PPP1CC,SOS2,SOS1,IRS4,BAD,IRS2,PRKACG,SREBF1,PRKACA,EIF4E1B,RHEB,PRKAA2,PRKAA1,MAP2K2,INSR,CALML5,SORBS1,INS,RPTOR,INPPL1,NRAS,PHKB,PRKCI,PRKCZ,TRIP10,EIF4E2,PPP1CB,EXOC7,PPP1CA,PTPRF,BRAF,PDPK1
Insulin secretion - Homo sapiens (human)	path:hsa04911	KEGG	STX1A,ADCY1,CACNA1C,FXYD2,RAB3A,CREB1,ADCY5,PRKCG,ATP1A4,PLCB2,SLC2A2,RAPGEF4,KCNMB3,ADCY7,ADCYAP1,ADCYAP1R1,GCK,ATP1A3,RYR2,CACNA1D,KCNMA1,CACNA1F,PRKCA,KCNU1,PCLO,GNA11,GLP1R,TRPM4,PRKACA,CACNA1S,ATP1B4,RIMS2,CREB3L1,PLCB1,KCNJ11,PLCB3,PLCB4,ATP1A1,GCG,GIP,CAMK2D,ATP1B2,CREB5,CAMK2G,CHRM3,CAMK2A,CAMK2B,ATP1B1,PRKCB,VAMP2,KCNN3,KCNN2,KCNN1,ATF4,ITPR3,CREB3,FFAR1,GPR119,ATP1B3,GNAQ,KCNMB1,SNAP25,ADCY6,KCNMB2,CCKAR,KCNMB4,ADCY2,GNAS,ADCY4,ADCY3,ADCY8,ADCY9,SLC2A1,INS,CREB3L2,CREB3L3,PRKACG,KCNN4,ABCC8,ATP1A2,CREB3L4,PRKACB,PDX1,ATF6B,ATF2
Melanogenesis - Homo sapiens (human)	path:hsa04916	KEGG	CALM2,CALM3,WNT8A,WNT10A,WNT10B,EDN1,DCT,TYRP1,CAMK2D,CAMK2G,CREB3,CAMK2A,CAMK2B,KITLG,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,TCF7L2,KIT,WNT7A,TYR,WNT7B,GNAO1,HRAS,PLCB2,TCF7L1,EDNRB,GSK3B,RAF1,PLCB1,TCF7,PLCB3,PLCB4,GNAQ,GNAS,CALML3,CALM1,CALML6,CALML5,CALML4,WNT5B,WNT5A,CREBBP,WNT3A,GNAI2,GNAI3,GNAI1,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,MAPK3,MAPK1,POMC,LEF1,EP300,WNT3,WNT2,WNT1,WNT6,WNT4,PRKACG,PRKACA,PRKACB,MC1R,CTNNB1,MAP2K2,MAP2K1,MITF,FZD10,NRAS,DVL2,DVL3,WNT8B,DVL1,ASIP,WNT2B,WNT9A,PRKCA,PRKCB,PRKCG,CREB1,CREB3L2,CREB3L3,CREB3L1,WNT9B,CREB3L4,WNT16,WNT11
Citalopram Pathway, Pharmacokinetics	PA164713429	PharmGKB	CYP3A4,CYP2C19,ABCB1,CYP2D6,SLC6A4
Agents Acting on the Renin-Angiotensin System Pathway, Pharmacodynamics	PA165110622	PharmGKB	BDKRB1,TGFB1,NOS3,ACE,NR3C2,ATP6AP2,KNG1,CMA1,CTSG,MAPK3,AGTR2,BDKRB2,REN,MAS1,CYP11B2,MME,ACE2,AGTR1,AGT,MAPK1
Benzodiazepine Pathway, Pharmacokinetics	PA165111375	PharmGKB	UGT2B7,CYP1A2,CYP2D6,NAT2,UGT2B4,UGT2B15,CYP2C19,UGT1A9,UGT1A4,CYP3A4,CYP3A5
Benzodiazepine Pathway, Pharmacodynamics	PA165111376	PharmGKB	DBI,SLC6A1,VDAC1,GABRA1,GABRG2,SLC32A1,SLC25A4,ACBD3,TSPOAP1,SLC6A13,SLC6A12,GABRB2,TSPO,SLC6A11
Fluoropyrimidine Pathway, Pharmacodynamics	PA165291507	PharmGKB	SMUG1,DHFR,TP53,MTHFR,ERCC2,TDG,TYMS,FPGS,XRCC3,GGH
Antimetabolite Pathway - Folate Cycle, Pharmacodynamics	PA165291575	PharmGKB	DHFR,ATIC,MTR,MTHFD1,CBS,MTHFR,MTHFS,ADA,TYMS,PPAT,MTRR,GART,SHMT1
Doxorubicin Pathway (Cancer Cell), Pharmacodynamics	PA165292163	PharmGKB	ABCG2,NOS3,TP53,RALBP1,SOD1,SLC22A16,MSH2,ABCB1,MLH1,XDH,GPX1,ERCC2,CAT,NFKB1,NQO1,ABCC1,ABCC2,TOP2A
Human papillomavirus infection - Homo sapiens (human)	path:hsa05165	KEGG	PTGS2,CCNE1,EIF2AK2,PPP2R3B,PPP2R3C,PPP2R3A,THBS3,IKBKB,AKT1,AKT2,IFNAR1,IKBKG,WNT6,HDAC5,TYK2,EGF,HLA-E,DLG1,DLG3,DLG2,CHAD,DVL3,PTGER4,PIK3CA,PIK3CB,HDAC6,ATP6AP1,PARD6B,PARD6A,PIK3CD,PPP2R5C,RELN,MAGI1,FADD,ITGA2,ATP6V0D2,RELA,IFNA10,IFNA17,IFNA16,IFNA4,CREB3L1,RBPJL,VTN,HEY2,PPP2R2D,VWF,JAK1,CREB3,OASL,CRB3,PPP2R2B,ATP6V1H,FZD2,CSNK1A1,PPP2R5A,FASLG,PSMC1,RFNG,MDM2,UBR4,IFNAR2,IFNA6,TERT,ATP6V0A4,FN1,CCND1,PPP2CA,CCND3,CCND2,WNT2B,TCF7L1,TCF7L2,BAK1,PTEN,AKT3,IFNA2,HDAC11,APC,WNT7A,IFNA1,WNT7B,ITGA8,ITGA9,PPP2CB,ATP6V1A,HLA-C,CDKN1B,CDKN1A,ITGA3,ITGA4,HLA-F,ITGA6,ITGA7,ITGA10,ITGA11,IFNA5,LAMB1,TBPL1,LAMB3,LAMB2,IBSP,LAMB4,MAML2,CHD4,MAML1,CCNE2,TSC2,THBS4,UBE3A,THBS2,PPP2R5E,THBS1,GRB2,ISG15,PIK3R2,PIK3R1,TLR3,SPP1,GSK3B,CDK2,PKM,TCF7,TICAM1,PRKACB,CHUK,COL4A6,COL4A5,COL4A4,VEGFA,COL4A2,HRAS,HDAC10,LAMC2,LAMC3,LAMC1,FZD5,IRF3,WNT9A,IRF1,RHEB,COL4A3,FZD6,GNAS,TBP,IRF9,ATP6V1F,ITGAV,TCIRG1,PARD6G,ATP6V1G1,EIF4EBP1,ATP6V1G2,ATP6V0A2,FZD9,PPP2R5D,WNT5B,HES2,HES3,HES4,HES5,HES6,HES7,WNT3A,PDGFRB,HDAC3,IKBKE,MFNG,HDAC4,HDAC7,ATP6V1D,HDAC9,HDAC8,ATM,TNXB,MAP2K1,PIK3R3,ATR,MPP5,TNR,SOS2,IFNB1,RAF1,TSC1,COL4A1,FZD1,HEYL,FZD3,FZD4,STAT2,STAT1,FZD7,FZD8,ITGA2B,PSEN1,RPS6KB1,TRADD,RPS6KB2,PRKCZ,MAPK3,TBK1,ITGA1,NFKB1,LFNG,HLA-A,ATP6V0B,ATP6V0C,LAMA2,ATP6V0E1,LAMA4,RBL1,RBL2,TBPL2,CDK4,HLA-G,COL9A2,COL9A3,ITGA5,PPP2R2A,IFNA13,PARD3,MTOR,PPP2R2C,ATP6V1E2,TP53,MX1,COL1A2,ATP6V0D1,HEY1,BCAP31,ATP6V0E2,CSNK1A1L,IFNA8,LLGL2,WNT10A,SOS1,LLGL1,WNT3,WNT2,WNT1,COL2A1,ATP6V1E1,BAD,TNN,WNT4,WNT5A,MAPK1,PRKACG,IFNA21,PRKACA,CDK6,COL1A1,IFNA14,ATP6V1B1,TADA3,CDC42,PPP2R1A,PPP2R1B,PTK2,SCRIB,LAMA1,HLA-B,EGFR,BAX,CTNNB1,MAP2K2,FOXO1,LAMA3,WNT10B,CASP8,RBPJ,PPP2R5B,FZD10,TNFRSF1A,LAMA5,CREBBP,NFX1,PATJ,CCNA2,AXIN2,AXIN1,CCNA1,FAS,SLC9A3R1,NRAS,IFNA7,RB1,DVL2,WNT8A,WNT8B,DVL1,PXN,COMP,ATP6V1G3,ATP6V1B2,JAG1,HDAC2,CREB5,ATP6V0A1,ITGB1,ITGB3,TRAF3,ITGB5,ITGB4,ITGB7,ITGB6,ITGB8,CREB3L2,TNF,CREB1,TNC,ATP6V1C2,APC2,COL9A1,KRAS,COL6A3,HDAC1,MAML3,EP300,COL6A2,PRKCI,CASP3,E2F1,NOTCH4,NOTCH1,NOTCH2,NOTCH3,TUBG1,CREB3L3,TUBG2,WNT9B,CREB3L4,COL6A1,WNT16,ATP6V1C1,HES1,COL6A5,WNT11,COL6A6
Thiamine metabolism - Homo sapiens (human)	path:hsa00730	KEGG	NTPCR,AK8,ACP1,AK2,AK1,AK7,AK5,AK4,NFS1,ALPP,TPK1,ALPI,ALPPL2,THTPA,ALPL
Leukocyte transendothelial migration - Homo sapiens (human)	path:hsa04670	KEGG	ACTG1,CLDN10,RAPGEF4,MYL7,PTK2B,MYL5,MYL2,RAPGEF3,MYL9,PECAM1,PIK3CA,PIK3CB,NCF4,PIK3CD,THY1,CDH5,CXCL12,MYL12B,PTPN11,ACTB,CTNND1,ITGA4,ARHGAP5,CLDN8,CLDN9,PIK3R3,PIK3R2,PIK3R1,CLDN1,CLDN2,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,PRKCB,JAM2,JAM3,MYL10,RHOH,PRKCA,PRKCG,RHOA,BCAR1,F11R,CD99,VAV1,VAV3,VAV2,ITGAL,ITGAM,ESAM,NCF2,NCF1,CLDN11,CLDN16,CLDN17,CLDN14,CLDN15,CLDN18,CLDN19,RAP1B,RAP1A,MAPK14,MAPK11,MAPK12,MAPK13,GNAI2,GNAI3,GNAI1,ICAM1,SIPA1,RASSF5,VCAM1,OCLN,ITK,MYL12A,PLCG2,AFDN,CDC42,PTK2,ROCK2,CTNNB1,MSN,PLCG1,MYLPF,TXK,PXN,CXCR4,ITGB1,ITGB2,RAC2,RAC1,CLDN23,CLDN22,CLDN20,VCL,CLDN25,CLDN24,CYBB,CYBA,VASP,CTNNA1,CTNNA2,CTNNA3,ACTN1,ACTN4,ROCK1,EZR,ARHGAP35,MMP9,MMP2
Herpes simplex infection - Homo sapiens (human)	path:hsa05168	KEGG	TAP1,TAP2,SRSF9,IKBKB,IFNAR1,IKBKG,IKBKE,TYK2,EP300,TP53,MAP3K7,OAS1,TAF4B,OAS2,FADD,IFNA13,JAK2,RELA,IFNA10,IFNA17,CUL1,IFNA14,HLA-DPB1,IFNG,HLA-DRB3,HLA-DRB1,UBE2R2,HLA-DRB5,PER3,PER2,PER1,FASLG,CSNK2A3,CSNK2A2,CSNK2A1,IFNAR2,GTF2I,SOCS3,PTPN11,TLR2,TLR3,MAVS,IFNA1,CCL2,NXF2B,HMGN1,TNFSF14,NFKBIB,HLA-B,HLA-A,NFKBIA,HLA-G,HLA-F,HLA-E,IFNA6,TNFRSF14,IFNGR1,IFNGR2,MED8,RNASEL,IFIT1,SRSF5,DAXX,DDX58,SRSF6,SRSF1,SRSF3,SRSF2,FOS,JUN,SRSF8,PILRA,HLA-DQB1,JAK1,MYD88,NXF5,NXF1,NXF2,NXF3,CHUK,GTF2IRD1,EEF1D,POLR2A,IFIT1B,IRF3,TAF6,TAF5,TAF4,IRF7,TBK1,TNFRSF1A,TBP,IRF9,IFNA16,NECTIN1,EIF2AK4,CREBBP,CD74,CLOCK,HCFC1,TAF13,TAF10,MAPK10,IL1B,TICAM1,SKP2,STAT2,STAT1,SKP1,CCL5,CDC34,OAS3,C1QBP,IFNB1,NECTIN2,HLA-C,HNRNPK,C3,NFKB1,MAPK8,MAPK9,C5,TBPL2,TBPL1,PML,LTA,CYCS,ARNTL,TAF3,MCRS1,SRPK1,PPP1CC,IFNA8,EIF2AK1,IFNA2,EIF2AK3,EIF2AK2,IFNA7,IL15,IFNA5,IFNA4,IL6,CDK1,CDK2,IFNA21,HLA-DOA,HLA-DOB,HLA-DPA1,TAF9B,CSNK2B,IFIH1,TAF5L,IL12B,IL12A,USP7,EIF2S1,HLA-DRA,HCFC2,TAF6L,FAS,NOP53,TRAF1,TRAF2,TRAF3,TRAF5,TRAF6,SRSF4,SRSF7,TNF,HLA-DRB4,TLR9,PPP1CB,CASP3,PPP1CA,TAB2,TAB1,CASP8,HLA-DQA1,HLA-DQA2,ALYREF,SP100,HLA-DMB,POU2F3,CFP,HLA-DMA
Glycosaminoglycan degradation - Homo sapiens (human)	path:hsa00531	KEGG	HPSE,GNS,ARSB,HEXA,HYAL2,HYAL1,HEXB,GALNS,IDS,GLB1,HYAL4,HYAL3,SPAM1,NAGLU,HGSNAT,SGSH,HPSE2,IDUA,GUSB
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	path:hsa00532	KEGG	CHST11,CHST13,B3GALT6,CHST12,CHST15,CHST14,CHSY1,CHPF2,XYLT2,CHSY3,XYLT1,UST,B4GALT7,DSE,B3GAT3,CHST3,CHPF,CSGALNACT2,CHST7,CSGALNACT1
Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)	path:hsa00533	KEGG	ST3GAL3,ST3GAL2,ST3GAL1,CHST2,B3GNT2,B4GALT4,B4GALT1,B3GNT7,FUT8,CHST1,B4GALT3,B4GALT2,CHST4,CHST6
Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	path:hsa00534	KEGG	HS3ST5,HS3ST2,HS3ST1,HS2ST1,B3GAT3,NDST4,NDST1,NDST2,NDST3,HS3ST3A1,B4GALT7,HS3ST3B1,B3GALT6,EXT2,EXT1,EXTL1,EXTL2,EXTL3,XYLT2,XYLT1,GLCE,HS6ST1,HS6ST2,HS6ST3
Progesterone-mediated oocyte maturation - Homo sapiens (human)	path:hsa04914	KEGG	PLK1,STK10,PKMYT1,AKT1,AKT2,AKT3,ARAF,PIK3CA,PIK3CB,PIK3CD,ANAPC10,ANAPC13,HSP90AB1,IGF1R,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,FZR1,ADCY8,ADCY9,KIF22,SPDYE2B,CDC16,CDK1,RAF1,CDK2,PIK3R3,PIK3R2,PIK3R1,IGF1,BUB1,CDC25C,CDC25B,CDC25A,ANAPC1,ANAPC2,ANAPC5,ANAPC4,ANAPC7,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,CDC27,CDC26,CDC23,INS,SPDYE11,ANAPC11,MAPK14,MAPK10,MAPK11,MAPK12,MAPK13,SPDYE16,GNAI2,GNAI3,GNAI1,SPDYE18,SPDYA,SPDYC,SPDYE17,PDE3B,MAPK3,MAPK1,SPDYE4,MAPK8,MAPK9,CPEB1,SPDYE3,SPDYE2,MOS,PRKACG,PRKACA,PRKACB,HSP90AA1,MAD2L2,MAD2L1,SPDYE5,CPEB4,SPDYE6,SPDYE1,CPEB3,CPEB2,MAP2K1,CCNA2,CCNA1,MAD1L1,PGR,AURKA,CCNB3,CCNB2,CCNB1,BRAF
Hedgehog signaling pathway - Homo sapiens (human)	path:hsa04340	KEGG	CCND2,IHH,EVC,SPOPL,SMO,FBXW11,ARRB2,ARRB1,BOC,SMURF1,SMURF2,GRK2,GRK3,EVC2,GLI2,GLI3,CSNK1D,GLI1,PTCH2,GPR161,CUL1,CUL3,DHH,SPOP,KIF7,CSNK1G2,CSNK1G3,CSNK1G1,SUFU,SHH,KIF3A,LRP2,CSNK1A1L,PTCH1,CSNK1A1,CCND1,BTRC,GSK3B,CSNK1E,PRKACG,PRKACA,CDON,PRKACB,GAS1,BCL2,HHIP
Statin Pathway - Generalized, Pharmacokinetics	PA145011108	PharmGKB	CYP2C9,UGT2B7,ABCG2,SLC15A1,CYP2D6,CYP2C8,SLC22A6,ABCB1,SLCO1B3,SLCO1B1,ABCB11,CYP2C19,SLCO1A2,SLCO2B1,CYP3A4,CYP3A5,SLC22A8,UGT1A1,ABCC2,UGT1A3
Atorvastatin/Lovastatin/Simvastatin Pathway, Pharmacokinetics	PA145011109	PharmGKB	CYP2C9,UGT2B7,CYP2D6,CYP2C8,ABCB1,SLCO1B1,SLCO1B3,CYP2C19,SLCO2B1,CYP3A4,CYP3A5,UGT1A1,ABCC2,UGT1A3
Pravastatin Pathway, Pharmacokinetics	PA145011110	PharmGKB	ABCG2,SLCO1B3,SLCO1B1,SLC22A6,SLCO2B1,ABCB11,SLC22A8,ABCC2,ABCB1
Fluvastatin Pathway, Pharmacokinetics	PA145011111	PharmGKB	CYP2C9,CYP2C8,SLC15A1,CYP2D6,UGT2B7,SLCO1B1,SLCO1B3,CYP2C19,SLCO2B1,CYP3A4,CYP3A5,UGT1A1,UGT1A3
Rosuvastatin Pathway, Pharmacokinetics	PA145011112	PharmGKB	SLCO1B1,SLCO1B3,ABCB11,SLCO2B1
Warfarin Pathway, Pharmacokinetics	PA145011113	PharmGKB	CYP2C9,CYP1A1,CYP1A2,CYP2C8,ABCB1,CYP2C19,CYP2C18,CYP3A4
Warfarin Pathway, Pharmacodynamics	PA145011114	PharmGKB	EPHX1,F2,GGCX,PROZ,F7,F9,VKORC1,CALU,BGLAP,MGP,PROS1,F10,PROC,GAS6
Phenytoin Pathway, Pharmacokinetics	PA145011115	PharmGKB	CYP2C9,CYP2C8,CYP1A2,TBXAS1,CYP2D6,EPHX1,CYP3A4,CYP2B6,COMT,CYP2E1,NQO1,UGT1A9,CYP2C19,PTGIS,UGT1A4,CYP3A7,UGT1A6,CYP3A5,UGT1A1,CYP2A6
Aromatase Inhibitor Pathway (Multiple Tissues), Pharmacodynamics	PA145011117	PharmGKB	SULT1E1,HSD17B1,CYP19A1,SULT1A1,STS
Estrogen Metabolism Pathway	PA145011118	PharmGKB	UGT2B7,CYP1A2,CYP1B1,CYP1A1,CYP19A1,SULT1A1,COMT,SULT1E1,UGT1A8,UGT1A9,UGT1A4,HSD17B1,UGT1A3,UGT1A1,SULT2A1
Tamoxifen Pathway, Pharmacokinetics	PA145011119	PharmGKB	CYP2C9,UGT2B7,CYP1A2,CYP3A5,CYP2D6,UGT1A10,FMO3,CYP2B6,SULT1A1,UGT2B15,FMO1,UGT1A8,UGT1A4,CYP2C19,CYP3A4,UGT1A3,SULT1E1,SULT2A1
Aromatase Inhibitor Pathway (Breast Cell), Pharmacodynamics	PA145011120	PharmGKB	HSD17B1,CYP19A1,ESR2,ESR1
Codeine and Morphine Pathway, Pharmacokinetics	PA146123006	PharmGKB	UGT2B7,CYP2D6,CYP2D7,SLCO1B1,ABCB1,CYP3A4,UGT1A1,ABCC2,ABCC3
Platinum Pathway, Pharmacokinetics/Pharmacodynamics	PA150642262	PharmGKB	ABCG2,MT2A,GSTT1,SOD1,GSTM1,NQO1,SLC31A1,GSTP1,MPO,ATP7A,MT1A,ABCC2,ATP7B
Fluoropyrimidine Pathway, Pharmacokinetics	PA150653776	PharmGKB	RRM1,RRM2,SLC29A1,UPB1,DPYD,DPYS,SLC22A7,UMPS,UCK1,UCK2,ABCG2,CES1,CES2,CYP2A6,TK1,UPP2,UPP1,CDA,TYMS,TYMP,PPAT,ABCC4,ABCC5,ABCC3
Vinka Alkaloid Pathway, Pharmacokinetics	PA150981002	PharmGKB	RALBP1,BAX,ABCB1,ABCC2,BCL2,CYP3A4,CYP3A5,ABCC1,ABCC10,ABCC3
Celecoxib Pathway, Pharmacodynamics	PA152241951	PharmGKB	PTGS2,PTGFR,ATP2A1,ATP2A2,ATP2A3,CDKN1B,CDKN1A,PTGS1,PTGER1,CTNNB1,AKT1,PTGER2,MMP9,PTGDR,CACNA1G,PTGES,AKR1C3,CACNA1H,CACNA1I,CACNB3,CACNB2,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNB4,CACNA1S,TBXA2R,DDIT3,TBXAS1,PTGIR,PTGER3,KCNQ4,KCNQ5,KCNQ2,CA12,KCNQ1,KCNQ3,PLA2G2A,IGFBP3,VEGFA,PTGIS,CACNA2D2,CACNA2D3,PLA2G4A,CACNA2D1,BCAR1,HPGDS,CACNA2D4,CA9,CASP3,PPARG,CASP9,PDK1,PTGER4,CACNA1A,CACNB1
Gefitinib Pathway, Pharmacokinetics	PA152325160	PharmGKB	CYP2C9,CYP1A1,ABCG2,CYP2D6,ABCB1,CYP2C19,CYP3A4,CYP3A5
Proton Pump Inhibitor Pathway, Pharmacodynamics	PA152530845	PharmGKB	PRKCH,PLCZ1,PLCG2,PLCG1,AKT3,PLCE1,ADCY2,CCKBR,PDE3A,PLCH2,PIK3R5,PLCH1,HRH2,CASR,AKAP2,PRKCI,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PLCL2,PRKCB,CHRM3,PRKCG,PLCL1,PIK3C2B,PIK3C2A,PRKCZ,PLCD3,PLCD1,PLCD4,AKAP1,ADCY4,ADCY5,ADCY6,ADCY7,ATP4A,ATP4B,ADCY3,GNAS,ADCY8,ADCY9,SSTR2,PRKD1,ADCY1
Proton Pump Inhibitor Pathway, Pharmacokinetics	PA152530846	PharmGKB	CYP3A4,CYP2C19,ABCB1
Anti-diabetic Drug Potassium Channel Inhibitors Pathway, Pharmacodynamics	PA153627758	PharmGKB	PIK3CD,SLC2A2,AKT1,INSR,MAFA,CACNA1A,PIK3CB,CACNA1C,CACNA1D,PIK3CG,HNF1B,PIK3R5,HNF1A,PIK3R3,PIK3R2,PIK3R1,ISL1,KCNJ11,GCK,PIK3C2A,NEUROD1,HNF4A,IRS1,IRS2,INS,ABCC8,PIK3CA,PDX1
Anti-diabetic Drug Repaglinide Pathway, Pharmacokinetics	PA153627759	PharmGKB	SLCO1B1,CYP2C8,CYP3A4
Anti-diabetic Drug Nateglinide Pathway, Pharmacokinetics	PA154423659	PharmGKB	CYP2C9,SLCO1B1,CYP3A4
Bisphosphonate Pathway, Pharmacodynamics	PA154423660	PharmGKB	FDPS,RAC2,RAC3,HMGCS1,RAB1A,HRAS,RAC1,NRAS,MRAS,RAP1A,RRAS,HMGCR,RHOA,KRAS,FDFT1,SQLE,CDC42
Clopidogrel Pathway, Pharmacokinetics	PA154424674	PharmGKB	CYP2C9,CYP1A2,CYP2B6,P2RY12,CES1,ABCB1,CYP2C19,CYP3A4,CYP3A5
Taxane Pathway, Pharmacokinetics	PA154426155	PharmGKB	CYP2C8,ABCG2,CYP1B1,MAPT,ABCB1,MAP2,NR1I2,SLCO1B3,MAP4,CYP3A4,CYP3A5,ABCC1,ABCC2
Erlotinib Pathway, Pharmacokinetics	PA154426903	PharmGKB	CYP1A1,CYP1A2,CYP2C8,EGFR,ABCG2,ABCB1,CYP3A4,CYP3A5,UGT1A1
Platelet Aggregation Inhibitor Pathway, Pharmacodynamics	PA154444041	PharmGKB	PTGS1,TBXA2R,ITGA2,CD36,PLCG2,PTGER2,P2RX1,COL3A1,PTGDR,GNAI2,GNAI3,GNAI1,ITGA2B,P2RY12,GP1BB,GP9,GP5,GP6,FGG,FGA,FGB,PLCB1,ITGB3,TBXAS1,COL1A2,COL1A1,GNB3,PTGIR,PLA2G2A,COL4A6,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,PLA2G4B,PLA2G4A,P2RY1,F2,GNAQ,GNAS,ADCY3,F2R,GNA15,GNA12,GNA13,GNA11,F2RL3,VWF
Tenofovir/Adefovir Pathway, Pharmacodynamics	PA155028030	PharmGKB	NME1,NME2,AK2,AK4,SLC26A8,SLC22A6,ABCC4
Tenofovir/Adefovir Pathway, Pharmacokinetics	PA155028030	PharmGKB	NME1,NME2,AK2,AK4,SLC26A8,SLC22A6,ABCC4,ABCC10
Selective Serotonin Reuptake Inhibitor Pathway, Pharmacodynamics	PA161749006	PharmGKB	SLC6A4,GNAI2,GNAI3,GNAI1,HTR2A,HTR2C,PLCB1,PLCB2,PLCB3,PLCB4,HTR6,HTR7,TPH2,TPH1,SLC18A2,DDC,ADCY1,GNAQ,ADCY2,GNAS,HTR4,MAOA,HTR3A,HTR1D,HTR1E,HTR1F,HTR1A,HTR1B
Fluoxetine Pathway, Pharmacokinetics	PA161749012	PharmGKB	CYP2C9,CYP2D6,SLC6A4,CYP2C19,CYP3A4,CYP3A5
Nicotine Pathway (Chromaffin Cell), Pharmacodynamics	PA162355620	PharmGKB	CACNA1C,CACNA1G,CHRNB4,CHRNA3
Zidovudine Pathway, Pharmacokinetics/Pharmacodynamics	PA165859361	PharmGKB	CYP2C9,UGT2B7,ABCG2,NME1,NME2,SLC28A3,SLC28A1,POR,ABCB1,CYP2E1,SLC22A11,SLC22A6,SLC22A7,DTYMK,CYP2A6,TK1,ABCC4,ABCC5,CYP3A4,SLC22A8
Lamivudine Pathway, Pharmacokinetics/Pharmacodynamics	PA165860384	PharmGKB	PCYT1A,ABCG2,DCK,NME2,CMPK1,NT5C,PCYT2,NME1,ABCB1,CHPT1,SLC22A1,SLC22A2,SLC22A3,ABCC4,PGK1,ABCC1,ABCC2,ABCC3
Caffeine Pathway, Pharmacokinetics	PA165884757	PharmGKB	CYP2C9,CYP2C8,CYP1A2,NAT2,CYP2E1,XDH,CYP2A6,CYP3A4
Tramadol Pharmacokinetics	PA165946349	PharmGKB	UGT2B7,CYP2D6,CYP2B6,UGT1A8,SLC22A1,CYP3A4,ABCC2
Leukotriene modifiers pathway, Pharmacodynamics	PA165947317	PharmGKB	LTB4R,ALOX5,LTC4S,ALOX5AP,LTA4H,PLA2G4A,GGT1,CYSLTR1
Metformin Pathway, Pharmacokinetics	PA165948259	PharmGKB	SLC29A4,SLC22A1,SLC22A2,SLC22A3,SLC47A1,SLC27A1,SLC27A2
Metformin Pathway, Pharmacodynamic	PA165948566	PharmGKB	PRKAG1,PRKAG3,STK11,PRKAA2,PRKAA1,CRTC2,NDUFA2,NDUFAB1,NDUFV1,GPAM,PRKAB2,NDUFS1,ATM,NDUFA1,PPARGC1A,NDUFA11,SIRT1,PRKAG2,ACACA,ACACB,MLXIPL,HMGCR,CYP3A4,MLYCD,SLC2A4,NDUFB4,NR1I2,NDUFS2,SREBF1,NDUFS4,NDUFS6,PRKAB1
Nevirapine Pathway, Pharmacokinetics	PA165950411	PharmGKB	CYP2C9,CYP2D6,CYP2B6,CYP3A4,CYP3A5,ABCC10
Theophylline Pathway, Pharmacokinetics	PA165958541	PharmGKB	CYP1A2,CYP3A4,CYP2E1,XDH
Valproic Acid Pathway, Pharmacodynamics	PA165959313	PharmGKB	HDAC1,OGDH,GOT1,GOT1L1,GOT2,HDAC9,SUCLA2,CACNA1C,CACNA1D,CACNA1F,SUCLG2,GOT2P2,SUCLG1,ABAT,HDAC11,ALDH5A1,GOT2P1
